0.0 2.6117608088
0.05 3.18239024747
0.1 3.70856090667
0.15 4.19251589125
0.2 4.63649830609
0.25 5.04275125604
0.3 5.41351784598
0.35 5.75104118075
0.4 6.05756436524
0.45 6.33533050429
0.5 6.58658270278
0.55 6.81356406557
0.6 7.01851769753
0.65 7.2036867035
0.7 7.37131418837
0.75 7.52364325699
0.8 7.66291701423
0.85 7.79137856495
0.9 7.91127101402
0.95 8.02483746629
1.0 8.13432102664
1.05 8.24181919584
1.1 8.34884705838
1.15 8.45677409466
1.2 8.56696978508
1.25 8.68080361004
1.3 8.79964504993
1.35 8.92486358517
1.4 9.05782869616
1.45 9.19990986328
1.5 9.35247656695
1.55 9.51689828756
1.6 9.69454450552
1.65 9.88678470123
1.7 10.0949883551
1.75 10.3205249475
1.8 10.5647639588
1.85 10.8290748695
1.9 11.11482716
1.95 11.4233903106
2.0 11.7561338018
2.05 12.1139255465
2.1 12.495627188
2.15 12.8995988023
2.2 13.3242004653
2.25 13.7677922529
2.3 14.2287342409
2.35 14.7053865052
2.4 15.1961091219
2.45 15.6992621667
2.5 16.2132057156
2.55 16.7362998444
2.6 17.2669046292
2.65 17.8033801457
2.7 18.3440864699
2.75 18.8873836777
2.8 19.4316318449
2.85 19.9751910476
2.9 20.5164213616
2.95 21.0536828627
3.0 21.5853356269
3.05 22.1099175217
3.1 22.6266775803
3.15 23.1350426275
3.2 23.6344394883
3.25 24.1242949876
3.3 24.60403595
3.35 25.0730892006
3.4 25.5308815641
3.45 25.9768398653
3.5 26.4103909293
3.55 26.8309615807
3.6 27.2379786445
3.65 27.6308689454
3.7 28.0090593084
3.75 28.3719765583
3.8 28.7190475199
3.85 29.0496990181
3.9 29.3633578777
3.95 29.6594509236
4.0 29.9374049807
4.05 30.1967277226
4.1 30.4372502187
4.15 30.6588843872
4.2 30.8615421463
4.25 31.0451354141
4.3 31.209576109
4.35 31.3547761491
4.4 31.4806474525
4.45 31.5871019376
4.5 31.6740515224
4.55 31.7414081253
4.6 31.7890836644
4.65 31.8169900578
4.7 31.8250392239
4.75 31.8131430808
4.8 31.7812135466
4.85 31.7291625397
4.9 31.6569019783
4.95 31.5643437804
